filename,path,bucket,label,duration,sample_rate,resampled,source_dataset,source_relpath,group_id,split,transcript,original_dataset
05507.wav,../test_set/audio/babble/05507.wav,babble,unknown,1.020000,16000,False,filipino_speech_corpus,audio/05507.wav,65,train,,
05510_c00.wav,../test_set/audio/babble/05510_c00.wav,babble,unknown,1.257625,16000,False,filipino_speech_corpus,audio/05510_c00.wav,112,train,,
05532.wav,../test_set/audio/babble/05532.wav,babble,unknown,1.109000,16000,False,filipino_speech_corpus,audio/05532.wav,147,train,,
05542_c00.wav,../test_set/audio/babble/05542_c00.wav,babble,unknown,1.875312,16000,False,filipino_speech_corpus,audio/05542_c00.wav,02,test,,
05547.wav,../test_set/audio/babble/05547.wav,babble,unknown,0.830000,16000,False,filipino_speech_corpus,audio/05547.wav,41,test,,
05636.wav,../test_set/audio/babble/05636.wav,babble,unknown,1.029000,16000,False,filipino_speech_corpus,audio/05636.wav,02,test,,
05669.wav,../test_set/audio/babble/05669.wav,babble,unknown,0.855000,16000,False,filipino_speech_corpus,audio/05669.wav,43,train,,
05752.wav,../test_set/audio/babble/05752.wav,babble,unknown,0.958000,16000,False,filipino_speech_corpus,audio/05752.wav,114,train,,
05834.wav,../test_set/audio/babble/05834.wav,babble,unknown,1.757000,16000,False,filipino_speech_corpus,audio/05834.wav,115,val,,
05973.wav,../test_set/audio/babble/05973.wav,babble,unknown,0.875000,16000,False,filipino_speech_corpus,audio/05973.wav,53,test,,
05989.wav,../test_set/audio/babble/05989.wav,babble,unknown,0.975000,16000,False,filipino_speech_corpus,audio/05989.wav,54,train,,
06080.wav,../test_set/audio/babble/06080.wav,babble,unknown,1.150000,16000,False,filipino_speech_corpus,audio/06080.wav,103,val,,
06155.wav,../test_set/audio/babble/06155.wav,babble,unknown,1.100000,16000,False,filipino_speech_corpus,audio/06155.wav,101,train,,
06164.wav,../test_set/audio/babble/06164.wav,babble,unknown,0.891000,16000,False,filipino_speech_corpus,audio/06164.wav,16,test,,
06168_c01.wav,../test_set/audio/babble/06168_c01.wav,babble,unknown,1.888250,16000,False,filipino_speech_corpus,audio/06168_c01.wav,130,test,,
06197.wav,../test_set/audio/babble/06197.wav,babble,unknown,1.162000,16000,False,filipino_speech_corpus,audio/06197.wav,52,val,,
06230.wav,../test_set/audio/babble/06230.wav,babble,unknown,0.920000,16000,False,filipino_speech_corpus,audio/06230.wav,27,train,,
06238.wav,../test_set/audio/babble/06238.wav,babble,unknown,1.046000,16000,False,filipino_speech_corpus,audio/06238.wav,13,val,,
06294.wav,../test_set/audio/babble/06294.wav,babble,unknown,0.775000,16000,False,filipino_speech_corpus,audio/06294.wav,63,val,,
06298.wav,../test_set/audio/babble/06298.wav,babble,unknown,0.919000,16000,False,filipino_speech_corpus,audio/06298.wav,117,test,,
06304_c01.wav,../test_set/audio/babble/06304_c01.wav,babble,unknown,0.722688,16000,False,filipino_speech_corpus,audio/06304_c01.wav,111,train,,
06316_c01.wav,../test_set/audio/babble/06316_c01.wav,babble,unknown,1.882250,16000,False,filipino_speech_corpus,audio/06316_c01.wav,112,train,,
06382.wav,../test_set/audio/babble/06382.wav,babble,unknown,0.950000,16000,False,filipino_speech_corpus,audio/06382.wav,60,val,,
06389.wav,../test_set/audio/babble/06389.wav,babble,unknown,0.785000,16000,False,filipino_speech_corpus,audio/06389.wav,62,train,,
06417.wav,../test_set/audio/babble/06417.wav,babble,unknown,0.906000,16000,False,filipino_speech_corpus,audio/06417.wav,49,test,,
06435.wav,../test_set/audio/babble/06435.wav,babble,unknown,0.960000,16000,False,filipino_speech_corpus,audio/06435.wav,03,train,,
06436.wav,../test_set/audio/babble/06436.wav,babble,unknown,1.725000,16000,False,filipino_speech_corpus,audio/06436.wav,61,train,,
06463_c00.wav,../test_set/audio/babble/06463_c00.wav,babble,unknown,1.666063,16000,False,filipino_speech_corpus,audio/06463_c00.wav,141,val,,
06463_c01.wav,../test_set/audio/babble/06463_c01.wav,babble,unknown,1.734500,16000,False,filipino_speech_corpus,audio/06463_c01.wav,141,val,,
06573.wav,../test_set/audio/babble/06573.wav,babble,unknown,0.758000,16000,False,filipino_speech_corpus,audio/06573.wav,25,train,,
06591.wav,../test_set/audio/babble/06591.wav,babble,unknown,1.517000,16000,False,filipino_speech_corpus,audio/06591.wav,130,test,,
06633_c03.wav,../test_set/audio/babble/06633_c03.wav,babble,unknown,1.034063,16000,False,filipino_speech_corpus,audio/06633_c03.wav,30,train,,
06649.wav,../test_set/audio/babble/06649.wav,babble,unknown,0.818000,16000,False,filipino_speech_corpus,audio/06649.wav,24,train,,
06725.wav,../test_set/audio/babble/06725.wav,babble,unknown,0.850000,16000,False,filipino_speech_corpus,audio/06725.wav,56,val,,
06873_c00.wav,../test_set/audio/babble/06873_c00.wav,babble,unknown,2.050000,16000,False,filipino_speech_corpus,audio/06873_c00.wav,102,train,,
07036.wav,../test_set/audio/babble/07036.wav,babble,unknown,0.825000,16000,False,filipino_speech_corpus,audio/07036.wav,59,val,,
07039.wav,../test_set/audio/babble/07039.wav,babble,unknown,0.952000,16000,False,filipino_speech_corpus,audio/07039.wav,116,val,,
07097_c00.wav,../test_set/audio/babble/07097_c00.wav,babble,unknown,1.951688,16000,False,filipino_speech_corpus,audio/07097_c00.wav,108,test,,
07190.wav,../test_set/audio/babble/07190.wav,babble,unknown,1.115000,16000,False,filipino_speech_corpus,audio/07190.wav,44,val,,
07225.wav,../test_set/audio/babble/07225.wav,babble,unknown,1.976000,16000,False,filipino_speech_corpus,audio/07225.wav,31,train,,
07242.wav,../test_set/audio/babble/07242.wav,babble,unknown,1.134000,16000,False,filipino_speech_corpus,audio/07242.wav,04,val,,
07281.wav,../test_set/audio/babble/07281.wav,babble,unknown,1.791000,16000,False,filipino_speech_corpus,audio/07281.wav,105,train,,
07289_c01.wav,../test_set/audio/babble/07289_c01.wav,babble,unknown,1.226000,16000,False,filipino_speech_corpus,audio/07289_c01.wav,140,train,,
07302.wav,../test_set/audio/babble/07302.wav,babble,unknown,0.751000,16000,False,filipino_speech_corpus,audio/07302.wav,38,train,,
07386.wav,../test_set/audio/babble/07386.wav,babble,unknown,0.825000,16000,False,filipino_speech_corpus,audio/07386.wav,56,val,,
07399_c01.wav,../test_set/audio/babble/07399_c01.wav,babble,unknown,1.441563,16000,False,filipino_speech_corpus,audio/07399_c01.wav,113,val,,
07456.wav,../test_set/audio/babble/07456.wav,babble,unknown,0.775000,16000,False,filipino_speech_corpus,audio/07456.wav,07,val,,
07464.wav,../test_set/audio/babble/07464.wav,babble,unknown,1.167000,16000,False,filipino_speech_corpus,audio/07464.wav,15,val,,
07538_c02.wav,../test_set/audio/babble/07538_c02.wav,babble,unknown,1.169500,16000,False,filipino_speech_corpus,audio/07538_c02.wav,113,val,,
07578_c00.wav,../test_set/audio/babble/07578_c00.wav,babble,unknown,1.735688,16000,False,filipino_speech_corpus,audio/07578_c00.wav,107,train,,
07585.wav,../test_set/audio/babble/07585.wav,babble,unknown,0.773000,16000,False,filipino_speech_corpus,audio/07585.wav,21,train,,
07621.wav,../test_set/audio/babble/07621.wav,babble,unknown,0.950000,16000,False,filipino_speech_corpus,audio/07621.wav,109,train,,
07631.wav,../test_set/audio/babble/07631.wav,babble,unknown,0.840000,16000,False,filipino_speech_corpus,audio/07631.wav,16,test,,
07636.wav,../test_set/audio/babble/07636.wav,babble,unknown,0.839000,16000,False,filipino_speech_corpus,audio/07636.wav,31,train,,
07693_c00.wav,../test_set/audio/babble/07693_c00.wav,babble,unknown,1.137125,16000,False,filipino_speech_corpus,audio/07693_c00.wav,120,train,,
07741.wav,../test_set/audio/babble/07741.wav,babble,unknown,0.847000,16000,False,filipino_speech_corpus,audio/07741.wav,36,train,,
07779.wav,../test_set/audio/babble/07779.wav,babble,unknown,0.950000,16000,False,filipino_speech_corpus,audio/07779.wav,41,test,,
07821.wav,../test_set/audio/babble/07821.wav,babble,unknown,1.080000,16000,False,filipino_speech_corpus,audio/07821.wav,05,train,,
07823.wav,../test_set/audio/babble/07823.wav,babble,unknown,1.790000,16000,False,filipino_speech_corpus,audio/07823.wav,13,val,,
07906.wav,../test_set/audio/babble/07906.wav,babble,unknown,0.825000,16000,False,filipino_speech_corpus,audio/07906.wav,20,train,,
07926_c00.wav,../test_set/audio/babble/07926_c00.wav,babble,unknown,1.330375,16000,False,filipino_speech_corpus,audio/07926_c00.wav,40,val,,
07928.wav,../test_set/audio/babble/07928.wav,babble,unknown,1.190000,16000,False,filipino_speech_corpus,audio/07928.wav,129,train,,
07959.wav,../test_set/audio/babble/07959.wav,babble,unknown,0.975000,16000,False,filipino_speech_corpus,audio/07959.wav,66,train,,
07989.wav,../test_set/audio/babble/07989.wav,babble,unknown,1.030000,16000,False,filipino_speech_corpus,audio/07989.wav,06,train,,
08076.wav,../test_set/audio/babble/08076.wav,babble,unknown,0.774000,16000,False,filipino_speech_corpus,audio/08076.wav,29,val,,
08151_c01.wav,../test_set/audio/babble/08151_c01.wav,babble,unknown,1.167625,16000,False,filipino_speech_corpus,audio/08151_c01.wav,10,test,,
08229.wav,../test_set/audio/babble/08229.wav,babble,unknown,1.737000,16000,False,filipino_speech_corpus,audio/08229.wav,124,train,,
08230_c01.wav,../test_set/audio/babble/08230_c01.wav,babble,unknown,1.105438,16000,False,filipino_speech_corpus,audio/08230_c01.wav,110,val,,
08462.wav,../test_set/audio/babble/08462.wav,babble,unknown,1.298000,16000,False,filipino_speech_corpus,audio/08462.wav,47,train,,
08481.wav,../test_set/audio/babble/08481.wav,babble,unknown,0.750000,16000,False,filipino_speech_corpus,audio/08481.wav,46,test,,
08505.wav,../test_set/audio/babble/08505.wav,babble,unknown,1.354000,16000,False,filipino_speech_corpus,audio/08505.wav,30,train,,
08582.wav,../test_set/audio/babble/08582.wav,babble,unknown,1.262000,16000,False,filipino_speech_corpus,audio/08582.wav,29,val,,
08594_c00.wav,../test_set/audio/babble/08594_c00.wav,babble,unknown,2.154000,16000,False,filipino_speech_corpus,audio/08594_c00.wav,131,train,,
08646_c01.wav,../test_set/audio/babble/08646_c01.wav,babble,unknown,1.464125,16000,False,filipino_speech_corpus,audio/08646_c01.wav,145,test,,
08675.wav,../test_set/audio/babble/08675.wav,babble,unknown,0.756000,16000,False,filipino_speech_corpus,audio/08675.wav,47,train,,
08718_c02.wav,../test_set/audio/babble/08718_c02.wav,babble,unknown,1.510312,16000,False,filipino_speech_corpus,audio/08718_c02.wav,54,train,,
08784.wav,../test_set/audio/babble/08784.wav,babble,unknown,0.860000,16000,False,filipino_speech_corpus,audio/08784.wav,45,val,,
08816.wav,../test_set/audio/babble/08816.wav,babble,unknown,1.006000,16000,False,filipino_speech_corpus,audio/08816.wav,28,train,,
08829.wav,../test_set/audio/babble/08829.wav,babble,unknown,0.801000,16000,False,filipino_speech_corpus,audio/08829.wav,34,train,,
08874.wav,../test_set/audio/babble/08874.wav,babble,unknown,1.310000,16000,False,filipino_speech_corpus,audio/08874.wav,05,train,,
08905_c02.wav,../test_set/audio/babble/08905_c02.wav,babble,unknown,1.120562,16000,False,filipino_speech_corpus,audio/08905_c02.wav,124,train,,
09020.wav,../test_set/audio/babble/09020.wav,babble,unknown,0.800000,16000,False,filipino_speech_corpus,audio/09020.wav,101,train,,
09125.wav,../test_set/audio/babble/09125.wav,babble,unknown,0.768000,16000,False,filipino_speech_corpus,audio/09125.wav,32,train,,
09355.wav,../test_set/audio/babble/09355.wav,babble,unknown,1.040062,16000,False,filipino_speech_corpus,audio/09355.wav,12,train,,
09369.wav,../test_set/audio/babble/09369.wav,babble,unknown,1.020000,16000,False,filipino_speech_corpus,audio/09369.wav,39,val,,
09403.wav,../test_set/audio/babble/09403.wav,babble,unknown,1.005000,16000,False,filipino_speech_corpus,audio/09403.wav,15,val,,
09497.wav,../test_set/audio/babble/09497.wav,babble,unknown,1.027000,16000,False,filipino_speech_corpus,audio/09497.wav,46,test,,
09519_c00.wav,../test_set/audio/babble/09519_c00.wav,babble,unknown,1.685500,16000,False,filipino_speech_corpus,audio/09519_c00.wav,63,val,,
09741.wav,../test_set/audio/babble/09741.wav,babble,unknown,1.950000,16000,False,filipino_speech_corpus,audio/09741.wav,61,train,,
09834.wav,../test_set/audio/babble/09834.wav,babble,unknown,1.414000,16000,False,filipino_speech_corpus,audio/09834.wav,111,train,,
09848.wav,../test_set/audio/babble/09848.wav,babble,unknown,0.865000,16000,False,filipino_speech_corpus,audio/09848.wav,19,train,,
09857.wav,../test_set/audio/babble/09857.wav,babble,unknown,1.079000,16000,False,filipino_speech_corpus,audio/09857.wav,40,val,,
09860_c00.wav,../test_set/audio/babble/09860_c00.wav,babble,unknown,1.151000,16000,False,filipino_speech_corpus,audio/09860_c00.wav,49,test,,
09863.wav,../test_set/audio/babble/09863.wav,babble,unknown,0.785000,16000,False,filipino_speech_corpus,audio/09863.wav,27,train,,
09866.wav,../test_set/audio/babble/09866.wav,babble,unknown,0.819000,16000,False,filipino_speech_corpus,audio/09866.wav,00,val,,
09871.wav,../test_set/audio/babble/09871.wav,babble,unknown,0.858000,16000,False,filipino_speech_corpus,audio/09871.wav,09,val,,
09973.wav,../test_set/audio/babble/09973.wav,babble,unknown,0.925000,16000,False,filipino_speech_corpus,audio/09973.wav,07,val,,
1nKJk2qGs5A_babble_1003.41.wav,../test_set/audio/babble/1nKJk2qGs5A_babble_1003.41.wav,babble,unknown,1.574938,16000,False,youtube_institutional,clips/babble/1nKJk2qGs5A_babble_1003.41.wav,1nKJk2qGs5A,train,,
1nKJk2qGs5A_babble_1010.01.wav,../test_set/audio/babble/1nKJk2qGs5A_babble_1010.01.wav,babble,unknown,1.856000,16000,False,youtube_institutional,clips/babble/1nKJk2qGs5A_babble_1010.01.wav,1nKJk2qGs5A,train,,
1nKJk2qGs5A_babble_11.80.wav,../test_set/audio/babble/1nKJk2qGs5A_babble_11.80.wav,babble,unknown,1.568750,16000,False,youtube_institutional,clips/babble/1nKJk2qGs5A_babble_11.80.wav,1nKJk2qGs5A,train,,
1nKJk2qGs5A_babble_118.49.wav,../test_set/audio/babble/1nKJk2qGs5A_babble_118.49.wav,babble,unknown,1.764563,16000,False,youtube_institutional,clips/babble/1nKJk2qGs5A_babble_118.49.wav,1nKJk2qGs5A,train,,
1nKJk2qGs5A_babble_169.99.wav,../test_set/audio/babble/1nKJk2qGs5A_babble_169.99.wav,babble,unknown,1.560000,16000,False,youtube_institutional,clips/babble/1nKJk2qGs5A_babble_169.99.wav,1nKJk2qGs5A,train,,
1nKJk2qGs5A_babble_189.05.wav,../test_set/audio/babble/1nKJk2qGs5A_babble_189.05.wav,babble,unknown,1.954875,16000,False,youtube_institutional,clips/babble/1nKJk2qGs5A_babble_189.05.wav,1nKJk2qGs5A,train,,
1nKJk2qGs5A_babble_198.84.wav,../test_set/audio/babble/1nKJk2qGs5A_babble_198.84.wav,babble,unknown,1.625750,16000,False,youtube_institutional,clips/babble/1nKJk2qGs5A_babble_198.84.wav,1nKJk2qGs5A,train,,
1nKJk2qGs5A_babble_223.16.wav,../test_set/audio/babble/1nKJk2qGs5A_babble_223.16.wav,babble,unknown,1.634250,16000,False,youtube_institutional,clips/babble/1nKJk2qGs5A_babble_223.16.wav,1nKJk2qGs5A,train,,
1nKJk2qGs5A_babble_266.56.wav,../test_set/audio/babble/1nKJk2qGs5A_babble_266.56.wav,babble,unknown,1.507000,16000,False,youtube_institutional,clips/babble/1nKJk2qGs5A_babble_266.56.wav,1nKJk2qGs5A,train,,
